               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 313,            0.026205,             0.13416,           0.0051125,             0.99119,             0.99279,             0.99039,             0.75612,            0.027634,             0.11149,           0.0046573,           0.0019112,           0.0019112,           0.0019112
                 314,            0.026771,             0.13932,           0.0053232,             0.99207,             0.99346,             0.99061,             0.78367,            0.024849,             0.10812,           0.0048203,           0.0019013,           0.0019013,           0.0019013
                 315,            0.026062,             0.14034,           0.0049943,             0.98974,             0.98809,             0.99112,             0.79081,            0.024797,             0.10673,           0.0050418,           0.0018914,           0.0018914,           0.0018914
                 316,            0.027315,             0.14452,           0.0053588,             0.99234,             0.99215,             0.99106,             0.76743,            0.026494,             0.11021,           0.0046081,           0.0018815,           0.0018815,           0.0018815
                 317,            0.028567,             0.15196,           0.0056557,             0.99032,             0.99088,             0.99098,             0.75257,            0.026591,             0.11038,           0.0047398,           0.0018716,           0.0018716,           0.0018716
                 318,            0.026086,             0.13858,           0.0053316,             0.99107,             0.99014,             0.99109,             0.77356,            0.025777,             0.11108,           0.0048346,           0.0018617,           0.0018617,           0.0018617
                 319,              0.0263,             0.14115,           0.0051025,             0.99213,             0.99232,             0.98995,             0.77265,            0.025536,             0.10915,           0.0045053,           0.0018518,           0.0018518,           0.0018518
                 320,            0.025437,             0.13946,           0.0051991,             0.98936,             0.98675,             0.98909,             0.74272,            0.025948,             0.10974,           0.0047287,           0.0018419,           0.0018419,           0.0018419
                 321,            0.027007,             0.13675,           0.0052826,             0.99059,             0.99016,             0.99038,             0.76157,            0.025765,             0.10759,           0.0045688,            0.001832,            0.001832,            0.001832
                 322,            0.026578,             0.13841,           0.0051037,             0.98829,             0.98408,             0.99135,              0.7629,            0.026315,             0.11023,            0.004714,           0.0018221,           0.0018221,           0.0018221
                 323,            0.026185,             0.13755,           0.0050721,             0.99311,             0.99305,             0.99127,             0.77353,            0.024976,             0.10813,           0.0043833,           0.0018122,           0.0018122,           0.0018122
                 324,            0.026272,             0.14364,           0.0051607,             0.99218,             0.99111,             0.99157,             0.74826,            0.027089,             0.11182,           0.0046347,           0.0018023,           0.0018023,           0.0018023
                 325,            0.026539,             0.14277,           0.0051435,             0.99075,             0.98988,             0.99087,             0.77463,            0.025382,             0.10818,           0.0046715,           0.0017924,           0.0017924,           0.0017924
                 326,            0.026044,             0.13671,           0.0053728,             0.99093,             0.99108,             0.99012,             0.78011,            0.024887,             0.10758,           0.0046452,           0.0017825,           0.0017825,           0.0017825
                 327,            0.027633,             0.14107,           0.0052214,              0.9881,             0.98364,             0.98913,             0.70848,            0.027518,             0.11214,           0.0050568,           0.0017726,           0.0017726,           0.0017726
                 328,            0.026298,             0.14076,           0.0053858,             0.99167,             0.99228,             0.99067,             0.78149,            0.024993,             0.10746,           0.0044036,           0.0017627,           0.0017627,           0.0017627
                 329,            0.025998,             0.13947,           0.0050216,             0.99293,             0.99389,             0.99162,             0.75841,            0.026157,             0.10967,           0.0042132,           0.0017528,           0.0017528,           0.0017528
                 330,            0.026989,             0.14546,           0.0050731,             0.99398,             0.99362,             0.99126,             0.78746,            0.024564,             0.10648,           0.0041911,           0.0017429,           0.0017429,           0.0017429
                 331,             0.02578,             0.13845,           0.0051324,             0.99395,             0.99332,             0.99065,             0.75887,            0.026935,             0.10972,           0.0042526,            0.001733,            0.001733,            0.001733
                 332,            0.026351,             0.13697,           0.0051886,             0.99296,             0.99283,             0.99049,             0.77804,            0.024875,             0.10689,           0.0042468,           0.0017231,           0.0017231,           0.0017231
                 333,            0.026034,             0.13705,           0.0047177,             0.99155,             0.99342,             0.99099,             0.77887,            0.025549,             0.10818,           0.0042615,           0.0017132,           0.0017132,           0.0017132
                 334,            0.025666,             0.13793,           0.0050652,              0.9925,             0.99132,             0.99064,             0.77693,            0.024773,             0.10677,           0.0044102,           0.0017033,           0.0017033,           0.0017033
                 335,            0.026602,              0.1435,           0.0050848,             0.99161,             0.99183,             0.99116,             0.76914,            0.024895,             0.10749,           0.0044336,           0.0016934,           0.0016934,           0.0016934
                 336,            0.026475,             0.13983,           0.0049467,             0.99163,             0.98985,             0.99013,             0.74823,            0.026206,              0.1109,           0.0046357,           0.0016835,           0.0016835,           0.0016835
                 337,             0.02558,             0.13941,           0.0050343,             0.99352,             0.99169,             0.99027,             0.77978,            0.024803,             0.10683,           0.0045188,           0.0016736,           0.0016736,           0.0016736
                 338,            0.025864,             0.14209,           0.0049537,              0.9929,               0.993,             0.98996,             0.73728,            0.027296,             0.11196,            0.004319,           0.0016637,           0.0016637,           0.0016637
                 339,            0.025625,             0.13793,           0.0046918,             0.99316,             0.99292,             0.98978,             0.78458,            0.025214,             0.10699,           0.0043912,           0.0016538,           0.0016538,           0.0016538
                 340,            0.025959,             0.13904,           0.0053114,             0.99241,             0.99274,              0.9895,             0.74113,            0.026609,             0.11138,           0.0044509,           0.0016439,           0.0016439,           0.0016439
                 341,            0.026167,             0.14126,            0.005075,             0.99336,             0.99293,             0.98994,             0.76038,            0.026356,             0.11268,           0.0043809,            0.001634,            0.001634,            0.001634
                 342,            0.025623,              0.1413,           0.0050707,             0.99341,             0.99347,             0.98969,             0.77171,            0.025415,             0.10964,           0.0043095,           0.0016241,           0.0016241,           0.0016241
                 343,            0.026513,             0.14172,            0.005211,             0.99334,             0.99326,             0.98989,             0.74291,            0.027694,             0.11284,           0.0044001,           0.0016142,           0.0016142,           0.0016142
                 344,            0.027206,             0.14322,           0.0050695,             0.99235,             0.99217,             0.98952,             0.77362,            0.025102,              0.1082,           0.0045019,           0.0016043,           0.0016043,           0.0016043
                 345,            0.024977,             0.13668,            0.004915,              0.9942,              0.9938,             0.98932,             0.75578,             0.02821,             0.11178,           0.0043458,           0.0015944,           0.0015944,           0.0015944
                 346,            0.024689,             0.13814,           0.0048993,             0.99389,             0.99235,             0.98983,             0.76076,            0.026112,             0.11126,           0.0043931,           0.0015845,           0.0015845,           0.0015845
                 347,             0.02534,             0.13649,           0.0048847,             0.98999,             0.99047,             0.98978,             0.71855,            0.030376,             0.11949,           0.0046387,           0.0015746,           0.0015746,           0.0015746
                 348,            0.026426,              0.1343,             0.00486,             0.99304,             0.99222,             0.99069,             0.76753,            0.025501,             0.11042,           0.0047192,           0.0015647,           0.0015647,           0.0015647
                 349,            0.028567,             0.14393,           0.0051645,             0.99257,             0.99149,             0.99068,             0.68354,             0.02984,             0.11645,           0.0047079,           0.0015548,           0.0015548,           0.0015548
                 350,            0.027699,             0.14743,           0.0055076,             0.99033,             0.99238,             0.99032,             0.77604,            0.025682,             0.11127,           0.0047646,           0.0015449,           0.0015449,           0.0015449
                 351,            0.025816,             0.13413,           0.0049924,             0.98758,             0.98643,             0.98967,             0.74992,            0.027601,             0.11354,            0.005254,            0.001535,            0.001535,            0.001535
                 352,            0.025585,             0.13843,           0.0050851,             0.99175,             0.98872,             0.99011,             0.77704,            0.024497,             0.10707,           0.0046721,           0.0015251,           0.0015251,           0.0015251
                 353,            0.026361,             0.13559,           0.0046973,             0.99181,             0.98916,             0.98979,             0.74514,            0.026761,             0.11225,           0.0047066,           0.0015152,           0.0015152,           0.0015152
                 354,             0.02635,             0.14448,           0.0048948,             0.99202,             0.99288,             0.99007,             0.72177,            0.027551,             0.11391,           0.0043887,           0.0015053,           0.0015053,           0.0015053
                 355,            0.026044,             0.14077,           0.0048413,             0.99331,              0.9924,             0.99042,             0.77904,            0.025166,              0.1084,           0.0042344,           0.0014954,           0.0014954,           0.0014954
                 356,            0.025933,             0.13364,           0.0048146,             0.99399,             0.99256,             0.99034,             0.76434,            0.025063,             0.10896,           0.0041428,           0.0014855,           0.0014855,           0.0014855
                 357,            0.025298,             0.13775,           0.0048519,             0.99314,             0.99263,             0.99092,             0.77803,            0.024673,             0.10611,           0.0041777,           0.0014756,           0.0014756,           0.0014756
                 358,            0.025085,             0.13588,           0.0046136,             0.99381,             0.99391,             0.99134,             0.76854,            0.025474,             0.10811,           0.0040207,           0.0014657,           0.0014657,           0.0014657
                 359,             0.02565,             0.13602,           0.0049414,             0.99209,             0.99324,              0.9911,             0.78944,            0.024334,             0.10632,           0.0040812,           0.0014558,           0.0014558,           0.0014558
                 360,            0.025448,              0.1376,           0.0046368,             0.99017,             0.98624,             0.98994,             0.76593,            0.025936,             0.10908,           0.0045292,           0.0014459,           0.0014459,           0.0014459
                 361,            0.025098,             0.13421,           0.0046484,             0.99332,             0.98937,             0.99029,             0.77879,            0.024733,             0.10677,           0.0042951,            0.001436,            0.001436,            0.001436
                 362,            0.026156,             0.14239,           0.0048305,             0.99155,             0.99218,             0.99102,             0.74308,             0.02693,             0.11186,            0.004339,           0.0014261,           0.0014261,           0.0014261
                 363,            0.024769,             0.13055,           0.0045705,             0.99231,             0.99293,              0.9905,             0.78074,             0.02438,             0.10619,           0.0042871,           0.0014162,           0.0014162,           0.0014162
                 364,             0.02465,             0.13023,           0.0043926,             0.99243,             0.99191,             0.98962,             0.77543,            0.025442,             0.10776,           0.0042856,           0.0014063,           0.0014063,           0.0014063
                 365,            0.026476,             0.13612,           0.0051295,             0.99264,             0.99313,             0.98986,             0.77215,            0.025639,             0.10886,           0.0041603,           0.0013964,           0.0013964,           0.0013964
                 366,            0.025205,             0.13619,           0.0048114,             0.99162,             0.99226,             0.98977,             0.76379,            0.025816,             0.10948,           0.0043492,           0.0013865,           0.0013865,           0.0013865
                 367,            0.025223,             0.13907,           0.0049819,             0.99262,             0.99285,             0.98987,             0.77425,            0.025744,             0.10934,           0.0042129,           0.0013766,           0.0013766,           0.0013766
                 368,            0.026208,              0.1437,           0.0049872,             0.99312,             0.99266,             0.98918,             0.76533,            0.025722,             0.10913,           0.0042007,           0.0013667,           0.0013667,           0.0013667
                 369,            0.026449,             0.14153,           0.0049592,             0.98927,             0.99252,             0.98931,             0.75272,            0.026402,             0.11043,           0.0044516,           0.0013568,           0.0013568,           0.0013568
                 370,            0.025097,             0.13623,           0.0047514,              0.9906,              0.9913,              0.9901,             0.75704,            0.025629,             0.10938,           0.0044289,           0.0013469,           0.0013469,           0.0013469
                 371,            0.025843,             0.13432,           0.0050336,             0.99363,              0.9914,              0.9905,             0.78615,            0.024099,              0.1055,            0.004204,            0.001337,            0.001337,            0.001337
                 372,            0.025601,             0.13986,           0.0047135,              0.9938,             0.99331,             0.99062,              0.7749,            0.025936,             0.10882,           0.0041455,           0.0013271,           0.0013271,           0.0013271
                 373,            0.024338,             0.12922,           0.0045264,             0.99326,             0.99313,             0.99064,             0.77439,             0.02482,             0.10697,           0.0041218,           0.0013172,           0.0013172,           0.0013172
                 374,            0.026572,             0.14196,            0.004905,             0.98973,             0.99273,             0.99011,             0.74449,            0.027607,             0.11205,           0.0043402,           0.0013073,           0.0013073,           0.0013073
                 375,            0.025317,             0.13394,           0.0045467,             0.99083,             0.98891,              0.9892,             0.78726,            0.024181,             0.10541,           0.0045656,           0.0012974,           0.0012974,           0.0012974
                 376,            0.027193,             0.13921,           0.0048672,             0.99264,             0.99317,             0.99035,             0.76181,             0.02537,             0.10813,           0.0041689,           0.0012875,           0.0012875,           0.0012875
                 377,            0.025812,             0.13859,           0.0053084,               0.993,             0.99309,              0.9896,             0.78591,            0.024742,             0.10592,            0.004047,           0.0012776,           0.0012776,           0.0012776
                 378,            0.023994,             0.13194,           0.0045698,             0.98942,             0.99234,             0.98932,             0.78107,            0.024691,             0.10643,           0.0042585,           0.0012677,           0.0012677,           0.0012677
                 379,            0.025277,             0.14084,           0.0049655,             0.99215,             0.99084,             0.98947,             0.77714,            0.024769,             0.10707,           0.0042745,           0.0012578,           0.0012578,           0.0012578
                 380,            0.025106,             0.14015,           0.0048047,             0.99363,             0.99164,             0.98981,             0.77777,            0.025262,              0.1072,           0.0043004,           0.0012479,           0.0012479,           0.0012479
                 381,            0.026503,             0.14472,           0.0049178,             0.99233,             0.99194,             0.98925,             0.77434,            0.025536,             0.10776,           0.0043312,            0.001238,            0.001238,            0.001238
                 382,            0.025902,             0.14054,           0.0049656,             0.99188,             0.99128,             0.98962,             0.78478,            0.025775,             0.10729,           0.0043143,           0.0012281,           0.0012281,           0.0012281
                 383,            0.025679,             0.14179,           0.0049297,             0.99266,              0.9912,                0.99,             0.76555,            0.025407,             0.10939,           0.0042462,           0.0012182,           0.0012182,           0.0012182
                 384,            0.025665,             0.13848,           0.0051002,             0.99245,             0.99074,             0.98954,             0.78586,            0.024347,             0.10646,           0.0042552,           0.0012083,           0.0012083,           0.0012083
                 385,            0.025589,             0.13654,           0.0047413,             0.99234,             0.99281,             0.98934,              0.7808,            0.024491,             0.10642,           0.0041721,           0.0011984,           0.0011984,           0.0011984
                 386,            0.028196,             0.14757,           0.0051703,             0.99242,             0.99367,             0.98924,             0.78219,            0.024536,              0.1063,           0.0039779,           0.0011885,           0.0011885,           0.0011885
                 387,            0.025634,             0.13745,           0.0046024,             0.98989,              0.9919,             0.98989,              0.7571,            0.026569,             0.11109,           0.0042939,           0.0011786,           0.0011786,           0.0011786
                 388,            0.026384,               0.141,           0.0048604,              0.9887,             0.98665,             0.99017,             0.78361,            0.024331,             0.10655,           0.0047782,           0.0011687,           0.0011687,           0.0011687
                 389,             0.02519,             0.14108,           0.0049133,             0.99216,              0.9909,              0.9908,             0.75744,            0.025926,             0.10936,           0.0041475,           0.0011588,           0.0011588,           0.0011588
                 390,            0.024437,             0.13161,           0.0047105,             0.99178,             0.99215,             0.99043,              0.7907,              0.0245,              0.1059,           0.0040724,           0.0011489,           0.0011489,           0.0011489
                 391,            0.026938,             0.14164,           0.0047911,             0.99121,             0.98873,             0.99014,             0.76532,            0.026146,             0.10991,           0.0044589,            0.001139,            0.001139,            0.001139
                 392,            0.026175,             0.13639,           0.0047878,             0.99103,             0.99068,             0.98976,             0.78224,            0.025231,             0.10834,           0.0042616,           0.0011291,           0.0011291,           0.0011291
                 393,            0.026065,             0.13712,           0.0048114,             0.98547,             0.98992,             0.98958,             0.78711,            0.024521,             0.10646,           0.0045594,           0.0011192,           0.0011192,           0.0011192
                 394,            0.025475,             0.13767,            0.004853,             0.99174,             0.99258,             0.99103,             0.78089,            0.025201,             0.10729,           0.0041707,           0.0011093,           0.0011093,           0.0011093
                 395,            0.024951,             0.13126,           0.0048769,             0.99253,             0.99354,             0.99044,             0.77651,            0.024859,             0.10741,           0.0040448,           0.0010994,           0.0010994,           0.0010994
                 396,            0.025058,             0.13945,           0.0045243,             0.99216,             0.99425,             0.98943,             0.78168,            0.024366,             0.10675,           0.0040624,           0.0010895,           0.0010895,           0.0010895
                 397,            0.024611,             0.13244,           0.0043807,             0.99175,             0.99437,             0.98973,             0.78251,            0.024558,             0.10625,           0.0041865,           0.0010796,           0.0010796,           0.0010796
                 398,            0.024172,             0.13331,           0.0046579,             0.99036,             0.99139,             0.98938,              0.7862,            0.024292,             0.10612,           0.0042587,           0.0010697,           0.0010697,           0.0010697
                 399,            0.024773,              0.1368,           0.0047638,             0.99288,             0.99406,             0.98992,             0.78869,            0.023964,             0.10517,           0.0039631,           0.0010598,           0.0010598,           0.0010598
                 400,              0.0249,             0.13544,           0.0048226,             0.99331,             0.99448,             0.99009,             0.78107,            0.024289,             0.10616,           0.0039139,           0.0010499,           0.0010499,           0.0010499
                 401,            0.025079,             0.13537,           0.0047225,             0.99324,             0.99405,             0.99028,             0.78666,            0.024517,              0.1061,           0.0039543,             0.00104,             0.00104,             0.00104
                 402,            0.025382,             0.13722,           0.0047348,             0.99312,             0.99365,             0.99019,             0.78132,            0.024591,             0.10631,           0.0040011,           0.0010301,           0.0010301,           0.0010301
                 403,            0.024583,              0.1335,           0.0045557,              0.9937,             0.99354,             0.98928,             0.78603,            0.024188,             0.10609,            0.003995,           0.0010202,           0.0010202,           0.0010202
                 404,            0.024433,             0.13411,            0.004375,             0.99168,             0.99308,             0.98937,              0.7565,            0.025603,             0.10857,           0.0040857,           0.0010103,           0.0010103,           0.0010103
                 405,            0.024689,             0.13397,            0.004854,             0.99409,             0.99402,             0.98983,             0.77283,            0.024674,             0.10697,           0.0039575,           0.0010004,           0.0010004,           0.0010004
                 406,            0.024199,             0.13338,           0.0043881,             0.99398,             0.99382,             0.99033,             0.76143,             0.02539,             0.10836,           0.0039194,           0.0009905,           0.0009905,           0.0009905
                 407,            0.025096,             0.13664,           0.0046019,             0.99401,             0.99341,             0.99107,             0.77262,            0.025318,             0.10761,           0.0039776,           0.0009806,           0.0009806,           0.0009806
                 408,            0.025046,             0.13775,           0.0046656,             0.99286,             0.99331,             0.99064,             0.78047,             0.02506,             0.10823,           0.0040785,           0.0009707,           0.0009707,           0.0009707
                 409,            0.025105,             0.13788,           0.0046836,             0.99255,             0.99231,             0.99082,             0.78031,            0.024631,             0.10746,           0.0039719,           0.0009608,           0.0009608,           0.0009608
                 410,            0.025379,             0.13718,           0.0049632,             0.99374,             0.99344,             0.99134,             0.78985,            0.024388,             0.10625,           0.0038632,           0.0009509,           0.0009509,           0.0009509
                 411,            0.024094,             0.12965,            0.004325,             0.99405,             0.99454,             0.99075,             0.78681,              0.0248,             0.10647,           0.0038379,            0.000941,            0.000941,            0.000941
                 412,            0.025492,             0.13978,           0.0047849,             0.99403,             0.99381,             0.99104,             0.78704,            0.024389,             0.10681,           0.0040251,           0.0009311,           0.0009311,           0.0009311
                 413,            0.025441,             0.13688,           0.0044681,             0.99327,             0.99125,             0.99047,              0.7682,            0.024994,             0.10806,           0.0042149,           0.0009212,           0.0009212,           0.0009212
                 414,             0.02432,             0.13395,           0.0044086,             0.99092,              0.9921,             0.98949,             0.78054,            0.024628,             0.10679,           0.0042783,           0.0009113,           0.0009113,           0.0009113
                 415,            0.024968,             0.13788,           0.0043428,             0.99154,             0.99212,              0.9896,             0.77237,            0.024832,              0.1083,           0.0043219,           0.0009014,           0.0009014,           0.0009014
