               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.029647,             0.14684,            0.011025,             0.93874,             0.93371,             0.97713,             0.69802,            0.028867,             0.11491,            0.012459,           0.0034952,           0.0034952,           0.0034952
                 154,            0.030202,             0.14454,            0.011204,             0.90805,             0.88511,             0.95947,             0.68446,            0.030652,             0.11701,            0.013308,           0.0034853,           0.0034853,           0.0034853
                 155,            0.033931,             0.15697,            0.010123,             0.93585,             0.92448,             0.97286,             0.70089,            0.031594,             0.12131,            0.011663,           0.0034754,           0.0034754,           0.0034754
                 156,             0.03117,             0.15018,           0.0097725,             0.94613,              0.9603,             0.98178,             0.66072,            0.031243,             0.11693,           0.0096759,           0.0034655,           0.0034655,           0.0034655
                 157,            0.030157,             0.14908,           0.0096852,             0.96899,             0.96774,             0.98692,             0.73868,            0.029927,             0.11623,           0.0096826,           0.0034556,           0.0034556,           0.0034556
                 158,            0.029898,             0.14643,           0.0093893,             0.97572,             0.97972,             0.98978,             0.69025,             0.03181,              0.1183,           0.0082752,           0.0034457,           0.0034457,           0.0034457
                 159,            0.033031,             0.14887,           0.0095988,             0.96076,             0.91939,             0.97789,             0.69925,            0.033578,             0.12777,            0.011002,           0.0034358,           0.0034358,           0.0034358
                 160,            0.030761,             0.15663,            0.010585,             0.87652,             0.89384,             0.95747,             0.63754,            0.033043,             0.11915,            0.021166,           0.0034259,           0.0034259,           0.0034259
                 161,            0.033062,              0.1541,           0.0095616,             0.92195,             0.92119,             0.95774,             0.62413,            0.035686,             0.12548,            0.014729,            0.003416,            0.003416,            0.003416
                 162,            0.035264,             0.16103,             0.01051,             0.90998,             0.91552,             0.95908,              0.6338,            0.035097,             0.13032,            0.014575,           0.0034061,           0.0034061,           0.0034061
                 163,            0.033167,             0.15464,           0.0099782,             0.92638,             0.92821,             0.97297,             0.72307,            0.034724,             0.12185,            0.017055,           0.0033962,           0.0033962,           0.0033962
                 164,            0.031978,             0.14999,           0.0099593,             0.95346,             0.90124,             0.97646,             0.71817,            0.031426,             0.11548,           0.0099332,           0.0033863,           0.0033863,           0.0033863
                 165,            0.031182,             0.14988,           0.0093573,             0.92101,             0.93138,              0.9677,             0.65161,            0.032385,             0.12121,            0.010867,           0.0033764,           0.0033764,           0.0033764
                 166,            0.032062,             0.15404,           0.0095466,             0.92275,               0.923,             0.97369,             0.69434,            0.032359,             0.11743,            0.012146,           0.0033665,           0.0033665,           0.0033665
                 167,            0.030874,              0.1501,           0.0092648,             0.95158,             0.92672,             0.97664,              0.7067,            0.031145,             0.12016,            0.011489,           0.0033566,           0.0033566,           0.0033566
                 168,            0.029207,             0.14835,           0.0083189,             0.96924,             0.96531,             0.98568,             0.73473,            0.028599,             0.11224,           0.0092675,           0.0033467,           0.0033467,           0.0033467
                 169,            0.028753,             0.14267,           0.0081244,             0.95063,             0.94853,             0.98153,               0.729,            0.028814,             0.11502,            0.010325,           0.0033368,           0.0033368,           0.0033368
                 170,            0.028099,             0.14058,           0.0081423,             0.91758,             0.90837,             0.96826,             0.73699,            0.028077,             0.11086,            0.012294,           0.0033269,           0.0033269,           0.0033269
                 171,            0.028326,             0.14215,           0.0091396,              0.8888,             0.86663,             0.95054,             0.69447,            0.033347,             0.11932,            0.020359,            0.003317,            0.003317,            0.003317
                 172,            0.031762,             0.15586,           0.0094933,             0.87852,             0.88506,             0.94535,             0.64953,            0.039463,             0.12954,            0.026421,           0.0033071,           0.0033071,           0.0033071
                 173,            0.031315,             0.14918,           0.0090069,             0.98618,              0.9855,             0.98833,             0.75318,            0.031327,             0.11921,           0.0092599,           0.0032972,           0.0032972,           0.0032972
                 174,            0.032285,              0.1512,           0.0087263,             0.96787,             0.96249,             0.98366,             0.63594,            0.032779,             0.12479,           0.0097268,           0.0032873,           0.0032873,           0.0032873
                 175,            0.029318,             0.14282,           0.0082479,             0.96415,             0.97245,             0.98663,             0.71731,            0.029973,             0.11724,           0.0078886,           0.0032774,           0.0032774,           0.0032774
                 176,            0.029645,              0.1483,           0.0084063,             0.93535,             0.95009,              0.9808,             0.71395,            0.031841,             0.11924,           0.0096015,           0.0032675,           0.0032675,           0.0032675
                 177,            0.031128,             0.15397,           0.0082279,             0.96447,             0.96046,             0.98608,             0.75486,            0.027526,             0.11222,           0.0094349,           0.0032576,           0.0032576,           0.0032576
                 178,            0.029305,              0.1497,           0.0079349,             0.98528,              0.9804,             0.98948,             0.72861,            0.029758,             0.11453,           0.0071603,           0.0032477,           0.0032477,           0.0032477
                 179,            0.028638,             0.13865,           0.0071578,             0.96203,              0.9708,             0.98675,             0.75933,            0.027746,             0.11157,           0.0093352,           0.0032378,           0.0032378,           0.0032378
                 180,            0.029372,             0.14724,           0.0078117,             0.97456,             0.96815,             0.98859,             0.71528,            0.029124,             0.11636,           0.0078999,           0.0032279,           0.0032279,           0.0032279
                 181,            0.028595,             0.14284,           0.0074408,             0.98793,              0.9865,             0.98887,             0.69702,            0.028872,             0.11558,            0.006576,            0.003218,            0.003218,            0.003218
                 182,            0.027628,              0.1431,           0.0071818,             0.98455,             0.97991,             0.98823,             0.73543,            0.027463,             0.11309,           0.0070124,           0.0032081,           0.0032081,           0.0032081
                 183,            0.028203,             0.14073,           0.0072419,             0.95503,             0.96002,             0.98129,             0.73777,            0.027571,             0.11063,           0.0091809,           0.0031982,           0.0031982,           0.0031982
                 184,            0.028393,              0.1469,           0.0074568,             0.90675,             0.91583,             0.96629,             0.73988,            0.027928,             0.11419,            0.011856,           0.0031883,           0.0031883,           0.0031883
                 185,            0.029612,             0.15834,           0.0077186,             0.98665,             0.98379,             0.98946,             0.71822,            0.029211,             0.11343,            0.007044,           0.0031784,           0.0031784,           0.0031784
                 186,            0.028273,             0.14842,           0.0071267,             0.97702,             0.98241,             0.98994,             0.75126,            0.027822,              0.1119,           0.0076434,           0.0031685,           0.0031685,           0.0031685
                 187,            0.027821,             0.13745,           0.0062517,             0.96806,             0.96665,             0.98456,              0.7424,            0.028123,             0.11641,           0.0088631,           0.0031586,           0.0031586,           0.0031586
                 188,            0.029293,             0.15105,           0.0074441,              0.9896,             0.98649,             0.98977,             0.68929,            0.031863,             0.12428,            0.007993,           0.0031487,           0.0031487,           0.0031487
                 189,            0.028708,               0.146,           0.0066558,             0.98484,             0.98633,             0.98901,             0.74496,            0.029829,             0.12004,           0.0079549,           0.0031388,           0.0031388,           0.0031388
                 190,             0.02911,             0.14755,           0.0069427,             0.97508,             0.97686,               0.989,             0.71709,            0.029327,             0.11863,           0.0076287,           0.0031289,           0.0031289,           0.0031289
                 191,            0.031403,             0.15726,           0.0069136,             0.96939,              0.9645,             0.98477,             0.65069,            0.032247,             0.12368,           0.0096858,            0.003119,            0.003119,            0.003119
                 192,            0.029647,             0.14243,           0.0067802,             0.96053,             0.95518,             0.98392,             0.70195,            0.030139,             0.11967,           0.0098467,           0.0031091,           0.0031091,           0.0031091
                 193,            0.028653,             0.14335,           0.0066037,             0.95055,             0.96276,             0.98365,             0.75455,             0.02804,              0.1169,             0.01047,           0.0030992,           0.0030992,           0.0030992
                 194,            0.029091,             0.14806,           0.0068249,             0.98241,             0.98375,             0.98934,             0.69791,            0.030346,             0.11972,           0.0081933,           0.0030893,           0.0030893,           0.0030893
                 195,            0.028206,             0.13947,           0.0067949,             0.86502,             0.87987,             0.95141,             0.72116,            0.029698,             0.11685,            0.015847,           0.0030794,           0.0030794,           0.0030794
                 196,            0.029376,               0.144,           0.0068667,             0.94787,             0.95274,             0.98432,             0.70642,            0.031003,             0.11839,           0.0094194,           0.0030695,           0.0030695,           0.0030695
                 197,            0.029175,             0.14705,            0.006871,             0.94631,             0.93338,             0.98025,              0.7457,            0.027683,             0.11572,            0.010709,           0.0030596,           0.0030596,           0.0030596
                 198,            0.030166,                0.15,           0.0066677,             0.96894,             0.97511,             0.98703,             0.74912,            0.029766,             0.11406,           0.0077875,           0.0030497,           0.0030497,           0.0030497
                 199,            0.029824,             0.14431,           0.0067741,             0.96731,              0.9749,             0.98708,             0.74091,            0.027404,             0.11207,           0.0076196,           0.0030398,           0.0030398,           0.0030398
                 200,            0.027609,             0.13866,           0.0066998,             0.98992,             0.99069,             0.98994,             0.76107,            0.026908,             0.11056,            0.006134,           0.0030299,           0.0030299,           0.0030299
                 201,            0.027639,             0.14287,           0.0073216,             0.98097,             0.97401,             0.98739,             0.76151,            0.026827,             0.10956,           0.0071931,             0.00302,             0.00302,             0.00302
                 202,            0.028123,             0.14337,           0.0074289,              0.9743,             0.97871,             0.98925,              0.7108,            0.027749,             0.11282,           0.0072799,           0.0030101,           0.0030101,           0.0030101
                 203,            0.027904,             0.13975,           0.0066047,             0.98318,             0.98423,             0.98774,             0.73951,            0.027693,             0.11263,           0.0064326,           0.0030002,           0.0030002,           0.0030002
                 204,            0.027761,             0.14507,           0.0069592,             0.93872,             0.93773,             0.97944,             0.71249,             0.03181,             0.12026,           0.0097295,           0.0029903,           0.0029903,           0.0029903
                 205,            0.029078,             0.14694,           0.0066545,             0.97989,             0.97592,             0.98692,             0.68323,            0.030446,             0.12103,            0.006796,           0.0029804,           0.0029804,           0.0029804
                 206,            0.028695,             0.15142,           0.0068314,             0.95997,             0.96176,             0.98673,              0.7221,             0.03121,             0.11994,           0.0090814,           0.0029705,           0.0029705,           0.0029705
                 207,            0.028975,             0.15176,           0.0072363,             0.95063,             0.94551,             0.98195,             0.71315,            0.029097,             0.11956,           0.0093825,           0.0029606,           0.0029606,           0.0029606
                 208,            0.027085,             0.14137,           0.0063777,             0.97149,             0.95922,             0.98543,             0.75646,            0.027257,             0.11405,           0.0084934,           0.0029507,           0.0029507,           0.0029507
                 209,            0.028183,             0.14473,            0.006919,             0.97256,             0.96698,             0.98761,             0.73232,            0.028259,              0.1159,           0.0074725,           0.0029408,           0.0029408,           0.0029408
                 210,            0.028619,             0.14173,           0.0064901,             0.99036,             0.98955,             0.99006,              0.7524,            0.029331,             0.11339,           0.0056979,           0.0029309,           0.0029309,           0.0029309
                 211,             0.02867,             0.15174,           0.0072022,             0.97002,             0.94983,             0.98355,             0.71277,            0.028753,              0.1167,           0.0085306,            0.002921,            0.002921,            0.002921
                 212,            0.027431,             0.13886,           0.0062929,             0.94466,             0.93722,             0.98136,             0.75975,            0.027929,             0.11128,             0.01192,           0.0029111,           0.0029111,           0.0029111
                 213,            0.029056,             0.14592,           0.0068881,             0.98402,             0.98148,             0.98877,             0.76666,            0.026784,             0.11316,           0.0062006,           0.0029012,           0.0029012,           0.0029012
                 214,            0.027949,             0.14546,           0.0067848,             0.98258,             0.97827,             0.98863,             0.72185,            0.028423,             0.11764,           0.0063272,           0.0028913,           0.0028913,           0.0028913
                 215,             0.02814,             0.13967,           0.0068758,               0.953,             0.94527,             0.98157,             0.71236,            0.028737,             0.11469,           0.0090961,           0.0028814,           0.0028814,           0.0028814
                 216,            0.028652,             0.14057,           0.0070515,             0.97658,             0.98136,             0.98742,             0.75265,            0.027589,             0.11109,           0.0070037,           0.0028715,           0.0028715,           0.0028715
                 217,            0.027816,             0.14838,           0.0071511,             0.97867,             0.98228,             0.98799,             0.75459,            0.026898,             0.11223,           0.0063587,           0.0028616,           0.0028616,           0.0028616
                 218,            0.027411,             0.14607,           0.0068806,             0.96986,             0.95972,             0.98665,              0.7399,            0.027691,             0.11091,           0.0080382,           0.0028517,           0.0028517,           0.0028517
                 219,            0.029549,             0.14812,           0.0068575,             0.92954,             0.95192,             0.97647,             0.74899,            0.027163,             0.11396,            0.011237,           0.0028418,           0.0028418,           0.0028418
                 220,            0.027331,              0.1385,           0.0064387,             0.96418,             0.96814,             0.98517,             0.74424,            0.027568,             0.11307,           0.0080166,           0.0028319,           0.0028319,           0.0028319
                 221,            0.027395,             0.13706,           0.0067208,             0.97298,             0.97504,             0.98629,              0.7191,            0.032071,             0.12347,           0.0068129,            0.002822,            0.002822,            0.002822
                 222,             0.02915,             0.14604,           0.0064526,             0.94564,             0.95216,              0.9812,             0.66557,            0.030398,             0.12106,           0.0079826,           0.0028121,           0.0028121,           0.0028121
                 223,            0.028659,              0.1448,           0.0064329,             0.97974,             0.96048,             0.98678,               0.763,            0.025709,             0.11032,           0.0066531,           0.0028022,           0.0028022,           0.0028022
                 224,            0.027423,             0.14135,           0.0060969,             0.98944,             0.98618,             0.98922,             0.74987,            0.030148,              0.1167,           0.0057844,           0.0027923,           0.0027923,           0.0027923
                 225,            0.026916,             0.13982,           0.0059966,             0.98304,             0.97174,             0.98707,             0.73382,            0.026977,             0.11199,           0.0064605,           0.0027824,           0.0027824,           0.0027824
                 226,            0.027045,              0.1389,           0.0061406,             0.98329,             0.98417,             0.98874,             0.72865,            0.028158,             0.11512,           0.0065861,           0.0027725,           0.0027725,           0.0027725
                 227,            0.028152,             0.13921,           0.0061108,             0.97203,             0.96721,             0.98837,             0.76531,            0.027212,              0.1108,           0.0073855,           0.0027626,           0.0027626,           0.0027626
                 228,            0.027304,             0.13676,           0.0058868,             0.98605,             0.99007,             0.99054,             0.76929,            0.027943,              0.1134,           0.0056422,           0.0027527,           0.0027527,           0.0027527
                 229,            0.027857,             0.14504,           0.0062735,             0.99078,             0.99142,             0.99031,             0.76546,             0.02767,             0.11079,           0.0054691,           0.0027428,           0.0027428,           0.0027428
                 230,            0.028548,              0.1472,           0.0058055,             0.99222,             0.99205,             0.99073,             0.74567,            0.027692,              0.1131,            0.005014,           0.0027329,           0.0027329,           0.0027329
                 231,            0.028658,             0.15046,           0.0055403,             0.98587,             0.98884,             0.99012,             0.76294,            0.028274,             0.11307,           0.0055807,            0.002723,            0.002723,            0.002723
                 232,              0.0298,             0.15118,           0.0064687,             0.98863,             0.98965,             0.99025,             0.76277,            0.030166,             0.11623,           0.0054858,           0.0027131,           0.0027131,           0.0027131
                 233,            0.030548,             0.14919,            0.006022,             0.98878,             0.98849,             0.99047,              0.7438,            0.027209,             0.11621,           0.0060578,           0.0027032,           0.0027032,           0.0027032
                 234,            0.028923,             0.14562,           0.0058779,             0.98804,             0.98235,             0.99008,             0.75654,            0.030311,             0.11552,           0.0058373,           0.0026933,           0.0026933,           0.0026933
                 235,            0.029738,             0.14289,           0.0059624,             0.99275,             0.99194,             0.99039,             0.76615,            0.029069,             0.11399,           0.0057602,           0.0026834,           0.0026834,           0.0026834
                 236,            0.027928,             0.14297,            0.006015,              0.9901,             0.98724,             0.99024,             0.77263,            0.028388,             0.11261,           0.0065382,           0.0026735,           0.0026735,           0.0026735
                 237,            0.027229,             0.14562,           0.0055894,             0.98116,             0.97741,             0.98943,             0.73811,             0.03028,             0.11538,           0.0074176,           0.0026636,           0.0026636,           0.0026636
                 238,             0.02999,             0.15418,           0.0060704,             0.99067,             0.99102,             0.99074,             0.69165,            0.030296,             0.11837,           0.0057274,           0.0026537,           0.0026537,           0.0026537
                 239,            0.027227,             0.13587,           0.0060117,             0.98995,             0.98902,             0.98971,             0.72501,            0.027507,             0.11416,           0.0057932,           0.0026438,           0.0026438,           0.0026438
                 240,            0.027766,             0.14127,           0.0057616,             0.98875,             0.98842,             0.99034,             0.75291,            0.026351,             0.10981,           0.0053122,           0.0026339,           0.0026339,           0.0026339
                 241,            0.027945,             0.14284,           0.0063381,             0.99165,              0.9911,             0.98973,             0.76489,            0.026923,             0.11009,           0.0049907,            0.002624,            0.002624,            0.002624
                 242,            0.027113,             0.13919,            0.005599,             0.98966,             0.98906,              0.9902,             0.75873,            0.027092,             0.11074,            0.005392,           0.0026141,           0.0026141,           0.0026141
                 243,            0.027125,              0.1354,           0.0056918,             0.98836,             0.99011,              0.9902,             0.74839,            0.028068,             0.11326,            0.005387,           0.0026042,           0.0026042,           0.0026042
                 244,            0.027556,             0.14245,           0.0054884,             0.99136,             0.99099,             0.99037,             0.74763,            0.027101,             0.11073,            0.005457,           0.0025943,           0.0025943,           0.0025943
                 245,             0.02826,             0.14629,           0.0059485,             0.97573,             0.98986,             0.99072,              0.7476,            0.028037,             0.11367,           0.0056225,           0.0025844,           0.0025844,           0.0025844
                 246,            0.028368,             0.14329,           0.0060466,             0.98051,             0.98896,             0.99065,             0.69001,            0.029763,             0.11797,           0.0052676,           0.0025745,           0.0025745,           0.0025745
                 247,            0.031191,             0.14993,           0.0059041,             0.99163,             0.99263,             0.99051,             0.78126,            0.026563,              0.1123,           0.0046912,           0.0025646,           0.0025646,           0.0025646
                 248,            0.027274,             0.13976,           0.0055911,             0.98158,             0.97751,              0.9896,             0.75078,            0.027225,             0.11388,           0.0056978,           0.0025547,           0.0025547,           0.0025547
                 249,            0.026557,             0.13326,           0.0055347,             0.99195,             0.99216,             0.99097,             0.74838,             0.02731,             0.11349,           0.0048729,           0.0025448,           0.0025448,           0.0025448
                 250,            0.026991,             0.14152,           0.0055856,             0.97504,             0.97487,             0.98815,             0.76475,            0.025874,             0.10899,           0.0061273,           0.0025349,           0.0025349,           0.0025349
                 251,            0.026272,             0.13876,           0.0055872,             0.98787,             0.98716,             0.99037,             0.77779,             0.02722,             0.11258,           0.0051799,            0.002525,            0.002525,            0.002525
                 252,             0.02922,             0.14297,           0.0058311,             0.98884,             0.98792,             0.98979,             0.73558,            0.031847,             0.11893,           0.0051238,           0.0025151,           0.0025151,           0.0025151
                 253,             0.02761,             0.13782,           0.0056115,              0.9701,             0.97857,             0.98833,             0.71442,            0.028323,             0.11811,           0.0062239,           0.0025052,           0.0025052,           0.0025052
                 254,            0.026661,             0.14127,           0.0058685,             0.98795,              0.9879,             0.99078,             0.75889,             0.02605,             0.10952,           0.0052209,           0.0024953,           0.0024953,           0.0024953
                 255,            0.027731,             0.14574,           0.0058256,             0.99197,             0.99274,             0.99071,             0.74772,            0.029251,             0.11379,           0.0046376,           0.0024854,           0.0024854,           0.0024854
                 256,            0.028639,             0.14767,           0.0059442,             0.99227,             0.99207,             0.99077,             0.73762,             0.02759,             0.11291,           0.0046589,           0.0024755,           0.0024755,           0.0024755
                 257,             0.02688,               0.138,           0.0055492,             0.98885,             0.99036,             0.99028,             0.75673,            0.025926,             0.11111,           0.0050522,           0.0024656,           0.0024656,           0.0024656
                 258,            0.025616,             0.13566,           0.0056544,             0.99117,             0.99201,             0.99023,             0.70246,            0.029682,             0.11628,           0.0047787,           0.0024557,           0.0024557,           0.0024557
                 259,            0.027127,             0.14387,           0.0055576,             0.98774,             0.98936,             0.99008,              0.7442,            0.026561,              0.1102,           0.0051161,           0.0024458,           0.0024458,           0.0024458
                 260,            0.026231,             0.13471,            0.005697,             0.98901,             0.98964,             0.99064,             0.76707,            0.025706,             0.10837,           0.0052449,           0.0024359,           0.0024359,           0.0024359
                 261,            0.026291,              0.1388,           0.0056442,             0.98956,             0.99052,             0.99024,             0.77328,            0.027654,             0.11309,           0.0053827,            0.002426,            0.002426,            0.002426
                 262,            0.026084,             0.13415,           0.0053625,             0.99088,             0.99131,             0.99041,             0.76571,            0.027586,             0.11078,           0.0050605,           0.0024161,           0.0024161,           0.0024161
                 263,            0.027478,             0.14375,           0.0061404,             0.99018,              0.9859,              0.9901,             0.76422,            0.025696,             0.10871,            0.005426,           0.0024062,           0.0024062,           0.0024062
                 264,            0.026304,             0.14136,           0.0054178,             0.97145,             0.97011,             0.98761,             0.76458,            0.027281,             0.11263,           0.0065688,           0.0023963,           0.0023963,           0.0023963
                 265,            0.026037,             0.13616,           0.0052786,             0.99053,               0.988,             0.99066,             0.74828,            0.027563,             0.11425,           0.0050694,           0.0023864,           0.0023864,           0.0023864
                 266,            0.028028,             0.14756,           0.0057182,             0.98482,              0.9831,             0.99071,             0.78664,            0.025084,             0.10741,           0.0057301,           0.0023765,           0.0023765,           0.0023765
                 267,            0.027492,              0.1444,           0.0056141,             0.96378,             0.97053,              0.9883,             0.74765,            0.028262,             0.11344,           0.0074893,           0.0023666,           0.0023666,           0.0023666
                 268,            0.028369,              0.1438,           0.0056266,             0.98753,              0.9898,             0.98958,             0.74331,            0.026592,             0.11176,           0.0057615,           0.0023567,           0.0023567,           0.0023567
                 269,            0.027957,             0.13936,           0.0056124,             0.99142,             0.99007,             0.99005,             0.76559,            0.027646,             0.11171,           0.0052131,           0.0023468,           0.0023468,           0.0023468
                 270,            0.027717,             0.13896,           0.0054602,             0.99038,             0.98541,             0.98823,             0.75493,            0.027479,             0.11157,           0.0050066,           0.0023369,           0.0023369,           0.0023369
                 271,            0.027501,             0.14182,           0.0055851,             0.98663,             0.98278,             0.98831,             0.77215,            0.027059,             0.11075,           0.0053156,            0.002327,            0.002327,            0.002327
                 272,            0.027237,             0.13902,           0.0055701,             0.98503,             0.98382,             0.98844,             0.77657,            0.027281,             0.11133,           0.0052886,           0.0023171,           0.0023171,           0.0023171
                 273,            0.028735,             0.14374,            0.005666,             0.99112,             0.98958,             0.99004,             0.76276,            0.026583,             0.11195,           0.0052855,           0.0023072,           0.0023072,           0.0023072
                 274,            0.029899,             0.15412,           0.0061428,             0.99007,             0.99161,             0.99026,             0.73685,            0.026633,              0.1133,           0.0051938,           0.0022973,           0.0022973,           0.0022973
                 275,            0.027725,             0.14225,           0.0057025,              0.9905,             0.98631,             0.98945,             0.77328,            0.026745,             0.11214,            0.005572,           0.0022874,           0.0022874,           0.0022874
                 276,            0.027245,             0.14681,           0.0056987,             0.98846,             0.98706,             0.98924,             0.75577,            0.026584,             0.11044,           0.0052421,           0.0022775,           0.0022775,           0.0022775
                 277,            0.026966,             0.13775,           0.0054432,             0.99179,             0.99376,             0.99067,             0.71591,             0.02763,             0.11263,           0.0045641,           0.0022676,           0.0022676,           0.0022676
                 278,            0.027276,             0.14098,           0.0054698,             0.98974,             0.98861,             0.98976,             0.77887,            0.026318,             0.11055,           0.0050821,           0.0022577,           0.0022577,           0.0022577
                 279,            0.027052,             0.13513,           0.0055813,             0.99073,             0.99065,             0.98987,             0.75644,            0.025943,             0.11003,           0.0048005,           0.0022478,           0.0022478,           0.0022478
                 280,            0.026413,             0.13767,            0.005556,             0.98716,             0.98577,             0.98863,              0.7726,            0.025456,             0.10954,           0.0050744,           0.0022379,           0.0022379,           0.0022379
                 281,            0.027096,             0.14039,           0.0055951,              0.9913,             0.99061,             0.99049,             0.75523,            0.027053,             0.11054,           0.0047454,            0.002228,            0.002228,            0.002228
                 282,            0.027153,             0.14173,           0.0054933,             0.99372,             0.99265,             0.99004,             0.76137,            0.026483,             0.11093,           0.0042799,           0.0022181,           0.0022181,           0.0022181
                 283,             0.02697,             0.13987,            0.005474,             0.98989,             0.98736,             0.99025,             0.77247,            0.025405,             0.10792,           0.0049812,           0.0022082,           0.0022082,           0.0022082
                 284,            0.026278,             0.13463,           0.0050551,              0.9921,             0.98928,             0.99025,             0.76092,            0.029591,             0.11504,           0.0049173,           0.0021983,           0.0021983,           0.0021983
                 285,            0.027059,             0.13461,           0.0053893,             0.98889,             0.98709,             0.99007,             0.77086,            0.025991,             0.11076,            0.005359,           0.0021884,           0.0021884,           0.0021884
                 286,            0.030795,             0.14998,           0.0055724,              0.9925,             0.99015,             0.99021,             0.72494,            0.029656,             0.11583,           0.0047115,           0.0021785,           0.0021785,           0.0021785
                 287,            0.029566,             0.14615,           0.0054967,             0.99004,              0.9908,             0.99061,             0.78122,            0.028512,             0.11135,           0.0051713,           0.0021686,           0.0021686,           0.0021686
                 288,            0.027684,              0.1396,           0.0054716,             0.99206,             0.99146,             0.99144,             0.77705,            0.028949,             0.11317,           0.0048236,           0.0021587,           0.0021587,           0.0021587
                 289,            0.028054,             0.14165,           0.0058276,             0.99143,             0.99042,             0.99168,             0.73531,            0.027096,             0.11319,           0.0048251,           0.0021488,           0.0021488,           0.0021488
                 290,            0.028124,              0.1392,           0.0051888,              0.9906,             0.99129,             0.99064,             0.76865,            0.027276,             0.10948,           0.0050668,           0.0021389,           0.0021389,           0.0021389
                 291,            0.026372,             0.13513,           0.0051767,              0.9867,             0.98119,             0.98817,             0.77186,            0.026157,             0.11017,           0.0055454,            0.002129,            0.002129,            0.002129
                 292,            0.028994,             0.14533,           0.0056525,             0.99009,             0.98607,             0.98904,             0.72945,            0.030908,             0.11767,           0.0049331,           0.0021191,           0.0021191,           0.0021191
                 293,            0.029889,             0.14837,           0.0055744,             0.98905,             0.99159,             0.99033,             0.75439,            0.026682,             0.11114,           0.0048851,           0.0021092,           0.0021092,           0.0021092
                 294,            0.027596,             0.14443,             0.00537,             0.99287,             0.99299,             0.99058,             0.77268,            0.026311,             0.11185,           0.0047713,           0.0020993,           0.0020993,           0.0020993
                 295,            0.027053,             0.13934,           0.0053395,             0.99278,             0.99095,             0.99045,             0.74464,             0.02664,             0.11282,           0.0050352,           0.0020894,           0.0020894,           0.0020894
                 296,            0.027947,             0.14014,           0.0054072,             0.98624,             0.98655,             0.99042,             0.77452,            0.025496,             0.10833,           0.0055302,           0.0020795,           0.0020795,           0.0020795
                 297,            0.028263,             0.13967,           0.0051517,              0.9884,             0.98929,             0.99087,             0.76951,             0.02725,             0.11229,           0.0053107,           0.0020696,           0.0020696,           0.0020696
                 298,            0.027599,             0.14016,           0.0052293,             0.98791,             0.98987,             0.98978,             0.74611,            0.027439,             0.11043,           0.0051587,           0.0020597,           0.0020597,           0.0020597
                 299,            0.028274,             0.14963,           0.0054017,             0.98719,             0.98498,              0.9903,             0.74104,            0.029438,             0.11642,           0.0051945,           0.0020498,           0.0020498,           0.0020498
                 300,            0.029359,             0.15066,           0.0055589,             0.98938,             0.98567,             0.99009,             0.72606,            0.026308,             0.11144,            0.005044,           0.0020399,           0.0020399,           0.0020399
                 301,             0.02864,             0.15054,           0.0055595,             0.98923,              0.9888,             0.98882,             0.77164,            0.025838,             0.10829,           0.0051843,             0.00203,             0.00203,             0.00203
                 302,             0.02678,             0.14074,           0.0052458,             0.98583,             0.98465,             0.98896,             0.77222,            0.025659,             0.10919,           0.0054228,           0.0020201,           0.0020201,           0.0020201
                 303,            0.026209,             0.13429,           0.0049204,              0.9902,             0.99098,              0.9891,             0.76056,            0.026224,             0.11016,           0.0049391,           0.0020102,           0.0020102,           0.0020102
                 304,            0.026368,             0.14228,           0.0051281,             0.99168,             0.99189,             0.98978,             0.74942,            0.028104,             0.11382,           0.0048842,           0.0020003,           0.0020003,           0.0020003
                 305,            0.027069,             0.14413,           0.0051197,             0.98865,             0.98868,             0.99038,             0.77018,            0.025201,             0.10877,            0.005013,           0.0019904,           0.0019904,           0.0019904
                 306,            0.026181,             0.14005,           0.0051373,             0.98885,             0.99179,              0.9911,             0.76661,            0.028169,             0.11205,           0.0046417,           0.0019805,           0.0019805,           0.0019805
                 307,            0.026021,             0.13518,           0.0049958,             0.98902,             0.98907,             0.98991,             0.77993,            0.025571,             0.10769,            0.004782,           0.0019706,           0.0019706,           0.0019706
                 308,            0.025486,             0.13361,           0.0048389,             0.99026,             0.99146,             0.99025,             0.77679,            0.026912,             0.10931,           0.0046872,           0.0019607,           0.0019607,           0.0019607
                 309,            0.026512,             0.14288,           0.0050748,             0.99296,             0.99298,             0.98991,             0.77129,            0.026035,             0.10887,           0.0045304,           0.0019508,           0.0019508,           0.0019508
                 310,            0.026767,             0.14051,           0.0052191,             0.99175,               0.992,              0.9902,             0.78243,            0.025207,             0.10791,           0.0044691,           0.0019409,           0.0019409,           0.0019409
                 311,            0.026405,             0.13639,           0.0052158,              0.9934,             0.99322,             0.99044,             0.76113,            0.026813,             0.11065,           0.0044731,            0.001931,            0.001931,            0.001931
                 312,            0.025837,             0.13754,           0.0050299,             0.99278,             0.99224,             0.99025,             0.78411,            0.026632,             0.10963,           0.0045415,           0.0019211,           0.0019211,           0.0019211
